Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option
0,2,C,128600,NY,Tablet,Apple,Chrome,A
0,1,E,284863,NY,Mobile,Apple,Safari,B
1,2,E,493911,NY,Tablet,Windows,Chrome,A
0,0,C,215019,NJ,Desktop,Apple,Chrome,B
0,1,E,107393,NY,Desktop,Apple,Opera,B
1,3,E,371108,NY,Desktop,Windows,Chrome,A
1,0,E,348573,NJ,Mobile,Windows,Safari,B
1,3,A,71707,NY,Mobile,Apple,Chrome,A
0,1,A,66581,NY,Desktop,Apple,Chrome,B
0,4,A,336441,TX,Desktop,Apple,Safari,B
0,0,E,464383,NJ,Mobile,Windows,Opera,B
0,2,C,102919,CA,Desktop,Apple,Chrome,A
0,3,D,129153,CA,Desktop,Windows,Chrome,B
1,6,C,350867,CA,Desktop,Apple,Chrome,B
0,3,A,58866,NA,Desktop,Windows,Opera,A
0,4,C,454998,NJ,Mobile,Apple,Chrome,B
1,4,C,121105,NA,Tablet,Windows,Chrome,A
0,3,A,313844,CA,Desktop,Windows,Chrome,A
0,2,C,63214,NJ,Mobile,Windows,Opera,B
0,1,D,59874,CA,Mobile,Apple,Chrome,B
0,1,E,283025,NJ,Mobile,Windows,Safari,B
1,2,B,224677,NY,Desktop,Windows,Chrome,B
0,2,A,148993,NY,Mobile,Windows,Safari,B
0,4,E,194471,TX,Desktop,Windows,Chrome,A
0,3,E,218463,CA,Tablet,Windows,Chrome,A
0,1,E,141102,NY,Mobile,Apple,Chrome,A
1,5,D,294836,NY,Desktop,Windows,Chrome,B
0,3,C,328113,CA,Desktop,Apple,Safari,A
1,1,C,271793,TX,Mobile,Windows,Chrome,A
0,3,A,460758,NY,Mobile,Windows,Chrome,B
0,4,D,176786,NY,Mobile,Apple,Chrome,A
1,0,E,362604,CA,Mobile,Windows,Chrome,A
0,1,A,376335,NY,Mobile,Windows,Chrome,B
1,2,A,256485,NY,Mobile,Windows,Chrome,B
1,5,E,390924,NY,Desktop,Apple,Chrome,B
0,2,D,173906,CA,Mobile,Windows,Chrome,B
1,1,D,350407,NY,Desktop,Apple,Chrome,B
0,4,C,305136,CA,Mobile,Apple,Safari,A
0,3,E,451097,NY,Desktop,Windows,Chrome,A
1,2,E,101957,NJ,Desktop,Apple,Chrome,A
1,2,E,325383,NY,Desktop,Apple,Chrome,B
1,0,D,296911,CA,Tablet,Windows,Chrome,B
1,6,A,156350,CA,Mobile,Windows,Chrome,B
0,1,E,268071,CA,Mobile,Apple,Chrome,A
0,3,D,126246,TX,Mobile,Apple,Chrome,A
0,1,A,383736,NY,Mobile,Windows,Opera,B
0,3,E,224561,CA,Desktop,Apple,Chrome,A
1,3,E,156674,NJ,Mobile,Windows,Chrome,A
1,6,D,446765,NY,Mobile,Apple,Chrome,B
1,3,E,472580,NY,Mobile,Windows,Chrome,B
0,4,C,111285,NY,Mobile,Apple,Chrome,A
0,4,C,202639,CA,Mobile,Apple,Chrome,B
0,0,E,368783,NJ,Mobile,Apple,Safari,A
0,3,C,303801,CA,Mobile,Apple,Chrome,B
0,1,E,412538,CA,Mobile,Apple,Chrome,B
1,1,E,354175,NY,Mobile,Apple,Chrome,A
0,1,A,82647,CA,Mobile,Apple,Safari,B
1,2,D,482323,CA,Desktop,Windows,Opera,B
0,6,E,55453,CA,Mobile,Apple,Opera,A
0,3,D,461274,NA,Mobile,Windows,Safari,B
0,2,C,147231,NY,Mobile,Windows,Safari,A
1,2,D,362856,CA,Mobile,Apple,Safari,A
0,3,C,412814,CA,Mobile,Windows,Chrome,B
0,2,A,303801,CA,Mobile,Windows,Chrome,B
0,3,C,120779,CA,Desktop,Apple,Safari,A
1,5,D,423694,NY,Mobile,Apple,Chrome,B
0,6,E,465314,NY,Desktop,Apple,Chrome,A
1,4,D,122902,NJ,Desktop,Apple,Chrome,B
1,6,C,110473,NY,Desktop,Apple,Opera,A
1,0,C,226608,CA,Desktop,Windows,Chrome,A
1,2,C,74128,CA,Mobile,Windows,Safari,B
1,0,E,357334,NY,Mobile,Apple,Safari,A
0,3,D,101907,NJ,Desktop,Apple,Chrome,B
0,3,E,453179,NJ,Desktop,Windows,Safari,B
0,1,E,365562,CA,Mobile,Windows,Chrome,B
0,4,A,279193,NY,Desktop,Apple,Safari,A
1,5,E,74181,CA,Mobile,Apple,Safari,A
0,0,D,332143,CA,Mobile,Apple,Chrome,A
0,3,E,446110,CA,Desktop,Apple,Safari,B
1,5,D,393565,NY,Desktop,Windows,Chrome,A
0,1,E,469013,NA,Mobile,Windows,Safari,B
1,3,E,480475,TX,Desktop,Apple,Safari,A
1,2,C,116899,CA,Mobile,Windows,Safari,A
0,0,A,126141,TX,Mobile,Windows,Chrome,B
1,2,E,253554,NY,Mobile,Windows,Chrome,B
0,5,D,490887,NY,Mobile,Apple,Chrome,B
1,4,D,457550,CA,Mobile,Windows,Safari,A
0,4,E,348702,NA,Mobile,Apple,Chrome,B
1,5,D,448956,NY,Mobile,Windows,Chrome,A
1,5,B,218702,NY,Mobile,Apple,Opera,B
0,1,A,338464,CA,Desktop,Windows,Opera,B
1,5,D,415257,NY,Mobile,Apple,Chrome,A
0,4,A,222734,NJ,Mobile,Apple,Chrome,B
0,1,E,454396,NJ,Desktop,Apple,Opera,B
0,5,A,246217,NJ,Mobile,Windows,Safari,B
0,2,A,198931,NJ,Mobile,Windows,Chrome,B
1,1,A,116028,NJ,Mobile,Windows,Safari,A
1,2,C,156526,NA,Mobile,Windows,Chrome,A
0,3,D,475577,NY,Tablet,Windows,Chrome,A
1,2,E,361117,CA,Desktop,Apple,Chrome,B
0,1,A,267570,CA,Mobile,Windows,Opera,B
0,4,D,326004,NY,Mobile,Apple,Chrome,A
0,0,A,145733,CA,Tablet,Apple,Safari,A
0,0,E,359879,NY,Desktop,Windows,Chrome,B
1,3,D,235898,CA,Desktop,Apple,Chrome,B
1,4,C,441696,TX,Desktop,Windows,Chrome,B
1,0,D,236253,CA,Mobile,Windows,Safari,A
0,6,D,351173,NY,Mobile,Apple,Chrome,B
1,1,E,179673,CA,Mobile,Apple,Chrome,A
0,2,D,51256,NY,Tablet,Apple,Chrome,A
0,1,E,311650,NA,Mobile,Windows,Chrome,B
0,4,E,372158,NJ,Mobile,Windows,Chrome,B
1,6,C,62104,NJ,Desktop,Apple,Chrome,B
0,3,E,162261,CA,Desktop,Windows,Safari,B
0,4,A,94530,NY,Desktop,Apple,Opera,A
1,4,E,492409,NA,Mobile,Windows,Safari,A
0,3,C,440005,NY,Mobile,Apple,Safari,B
1,1,A,87503,NJ,Mobile,Apple,Safari,B
1,5,A,241949,NJ,Mobile,Windows,Chrome,A
0,6,E,289693,CA,Desktop,Apple,Chrome,B
1,4,A,394135,NY,Mobile,Apple,Safari,A
0,4,C,50534,NJ,Desktop,Windows,Chrome,A
0,0,E,261613,NJ,Mobile,Apple,Chrome,B
0,2,C,187851,NJ,Mobile,Apple,Opera,B
0,6,E,404804,NJ,Mobile,Windows,Chrome,A
1,1,E,474032,NY,Tablet,Windows,Chrome,B
1,3,E,251410,NJ,Mobile,Apple,Chrome,B
1,2,A,412996,TX,Mobile,Apple,Chrome,B
1,5,D,469533,NJ,Desktop,Windows,Chrome,B
0,0,A,68930,NY,Mobile,Windows,Opera,B
1,6,A,233551,NY,Desktop,Windows,Safari,B
0,5,C,54732,CA,Mobile,Apple,Chrome,A
1,0,C,293928,NJ,Desktop,Windows,Chrome,B
0,3,E,84952,NY,Tablet,Apple,Chrome,B
0,5,C,304803,CA,Mobile,Windows,Safari,B
1,3,D,133519,NJ,Desktop,Windows,Opera,A
1,0,E,184093,NY,Mobile,Windows,Chrome,B
1,4,A,142298,NY,Tablet,Windows,Chrome,A
1,1,C,158918,CA,Desktop,Windows,Safari,A
1,4,B,318566,NY,Desktop,Apple,Chrome,B
1,3,C,350998,NY,Desktop,Windows,Chrome,B
1,1,C,237562,TX,Mobile,Apple,Chrome,A
1,2,C,395146,CA,Desktop,Windows,Safari,B
0,4,A,69529,TX,Mobile,Apple,Chrome,B
1,6,A,171942,CA,Tablet,Windows,Chrome,B
1,3,A,168147,TX,Tablet,Windows,Chrome,A
0,1,E,358788,NJ,Desktop,Apple,Chrome,B
0,1,E,294711,CA,Desktop,Windows,Chrome,B
0,5,C,407225,TX,Desktop,Apple,Chrome,A
1,4,E,148096,CA,Mobile,Windows,Safari,B
1,5,E,63738,NY,Mobile,Windows,Chrome,A
1,2,D,115606,CA,Desktop,Windows,Chrome,B
1,1,A,144461,NJ,Mobile,Windows,Chrome,A
1,5,E,432679,TX,Desktop,Apple,Chrome,A
0,2,A,493780,NJ,Mobile,Windows,Opera,B
1,2,D,176806,CA,Mobile,Apple,Opera,B
0,4,A,327495,NJ,Desktop,Apple,Safari,B
0,1,A,365354,NA,Mobile,Apple,Chrome,A
1,2,C,186413,NA,Mobile,Apple,Chrome,B
0,4,A,86235,CA,Mobile,Windows,Chrome,A
0,3,E,116304,NJ,Mobile,Windows,Chrome,A
1,1,C,242332,NY,Desktop,Apple,Chrome,B
0,4,E,246505,NA,Mobile,Windows,Safari,B
1,5,D,291461,CA,Mobile,Apple,Safari,B
0,4,D,427916,NJ,Mobile,Windows,Chrome,B
0,4,D,430233,NJ,Mobile,Apple,Safari,B
0,1,D,498524,NJ,Mobile,Windows,Chrome,A
1,4,A,214794,NY,Desktop,Apple,Safari,B
0,1,E,57264,NJ,Mobile,Apple,Chrome,A
1,4,C,286250,CA,Mobile,Windows,Opera,A
1,2,D,230327,CA,Mobile,Apple,Chrome,A
1,6,A,193196,TX,Mobile,Windows,Chrome,B
1,4,E,122110,CA,Mobile,Apple,Chrome,A
1,4,A,270513,CA,Desktop,Apple,Safari,B
1,4,D,206897,CA,Mobile,Apple,Chrome,A
0,0,D,454909,CA,Mobile,Windows,Chrome,A
0,3,E,407187,CA,Mobile,Windows,Opera,A
1,2,D,482585,NY,Mobile,Apple,Safari,B
1,6,C,334621,NJ,Desktop,Apple,Chrome,B
1,3,E,231366,NJ,Desktop,Apple,Opera,B
0,2,E,375155,CA,Mobile,Windows,Chrome,B
0,1,E,315364,NA,Desktop,Windows,Safari,A
0,6,E,134033,NY,Mobile,Windows,Chrome,B
0,1,A,164593,CA,Mobile,Apple,Chrome,B
0,3,C,489268,NY,Desktop,Windows,Chrome,B
1,4,E,102261,NY,Desktop,Windows,Chrome,B
0,5,E,323880,NJ,Mobile,Windows,Safari,A
0,3,C,244656,NY,Desktop,Windows,Chrome,A
1,5,D,230882,CA,Mobile,Windows,Safari,B
1,3,D,245722,NY,Desktop,Windows,Safari,A
0,3,C,88984,NY,Mobile,Apple,Safari,A
1,5,A,72529,NY,Mobile,Apple,Safari,A
0,4,E,434395,CA,Mobile,Windows,Chrome,A
1,2,E,374842,NY,Desktop,Windows,Chrome,B
0,3,E,90066,NY,Desktop,Windows,Chrome,A
0,3,E,372893,NY,Desktop,Windows,Safari,B
0,5,C,347526,NJ,Mobile,Windows,Chrome,B
0,3,A,76480,NA,Desktop,Apple,Chrome,A
0,5,C,150358,CA,Desktop,Apple,Chrome,A
1,3,E,177613,CA,Tablet,Windows,Chrome,A
1,3,C,459410,NY,Mobile,Windows,Chrome,A
0,3,D,174786,CA,Tablet,Windows,Chrome,A
0,1,E,236484,CA,Mobile,Apple,Chrome,A
1,4,A,413710,CA,Mobile,Windows,Chrome,A
1,2,A,70554,NY,Desktop,Apple,Chrome,B
1,4,E,304775,CA,Mobile,Apple,Safari,B
0,0,E,135215,CA,Mobile,Windows,Chrome,A
1,2,C,161727,NY,Mobile,Windows,Chrome,A
1,1,E,332214,CA,Mobile,Windows,Chrome,A
0,5,D,91370,NY,Desktop,Windows,Safari,A
0,5,D,365058,NJ,Desktop,Apple,Opera,B
0,5,E,216407,CA,Mobile,Apple,Chrome,B
1,4,E,311542,NY,Mobile,Apple,Safari,A
0,4,E,401139,CA,Mobile,Windows,Chrome,B
0,5,D,202463,TX,Mobile,Windows,Chrome,A
1,3,C,245175,TX,Mobile,Windows,Safari,A
1,4,E,402446,NY,Desktop,Apple,Chrome,B
1,3,C,176469,CA,Desktop,Windows,Safari,A
0,5,E,236667,NY,Mobile,Apple,Chrome,B
1,3,E,405644,CA,Mobile,Windows,Safari,A
1,6,E,438082,NY,Desktop,Apple,Chrome,A
0,5,D,59487,CA,Mobile,Apple,Safari,B
1,6,D,454148,NJ,Desktop,Apple,Chrome,A
0,3,D,107197,CA,Mobile,Windows,Chrome,A
1,4,D,418697,TX,Mobile,Windows,Chrome,A
1,3,E,63277,CA,Desktop,Windows,Safari,A
0,1,A,157874,CA,Mobile,Windows,Chrome,B
0,4,D,277153,NY,Desktop,Windows,Chrome,B
1,0,D,499866,CA,Mobile,Windows,Safari,B
1,3,D,81454,NJ,Mobile,Windows,Safari,A
1,0,D,424911,CA,Desktop,Apple,Chrome,A
0,6,D,179897,NJ,Mobile,Windows,Safari,A
1,6,D,88717,NY,Mobile,Apple,Chrome,A
0,3,A,94115,NY,Mobile,Apple,Opera,A
1,1,A,349566,NY,Mobile,Windows,Chrome,A
0,4,A,355061,CA,Mobile,Apple,Chrome,B
0,3,E,456987,NY,Mobile,Windows,Chrome,B
1,6,C,188468,TX,Mobile,Windows,Opera,B
1,3,C,213024,NA,Desktop,Windows,Chrome,B
0,5,E,161087,NJ,Desktop,Windows,Chrome,A
1,3,A,387069,NY,Mobile,Windows,Safari,B
0,5,E,68221,TX,Mobile,Windows,Chrome,B
0,5,E,332474,CA,Mobile,Apple,Chrome,B
1,5,C,349255,CA,Mobile,Windows,Chrome,A
0,4,D,308091,CA,Desktop,Windows,Safari,A
0,4,A,184444,CA,Desktop,Windows,Chrome,A
1,2,D,491045,NY,Mobile,Windows,Safari,B
0,2,C,263436,NJ,Mobile,Apple,Chrome,A
1,2,E,88636,NA,Desktop,Apple,Chrome,A
0,5,E,141445,NY,Desktop,Windows,Safari,B
0,4,E,167890,NY,Tablet,Apple,Chrome,A
0,3,E,127887,CA,Mobile,Windows,Chrome,B
1,5,D,406359,CA,Mobile,Windows,Chrome,A
1,4,D,367842,NY,Mobile,Windows,Safari,B
0,4,D,359836,NA,Desktop,Windows,Chrome,B
1,5,D,251567,NJ,Desktop,Windows,Chrome,A
1,4,C,300613,NY,Mobile,Windows,Safari,A
1,5,D,134219,NY,Mobile,Apple,Chrome,A
0,5,D,341124,CA,Desktop,Windows,Safari,B
0,3,D,96113,NJ,Mobile,Apple,Chrome,A
1,4,D,214249,NY,Mobile,Apple,Safari,A
0,4,D,418763,CA,Desktop,Apple,Opera,A
0,1,C,98200,CA,Desktop,Windows,Chrome,B
1,2,A,69451,CA,Desktop,Apple,Safari,B
1,2,E,177913,NA,Desktop,Windows,Opera,B
0,2,A,188683,TX,Mobile,Apple,Safari,B
0,3,D,182119,NY,Mobile,Apple,Chrome,B
1,2,C,195203,CA,Mobile,Windows,Chrome,A
1,0,E,298652,NY,Mobile,Apple,Chrome,A
1,2,D,469533,CA,Mobile,Windows,Safari,A
1,3,A,263223,CA,Desktop,Windows,Chrome,A
1,3,D,275595,NY,Desktop,Apple,Chrome,A
0,6,A,465094,NJ,Desktop,Apple,Chrome,A
0,4,C,89775,TX,Desktop,Apple,Safari,B
0,6,E,139082,NY,Mobile,Apple,Chrome,B
1,4,D,219890,CA,Mobile,Windows,Chrome,B
1,3,C,108515,NJ,Desktop,Apple,Chrome,B
0,0,E,371860,NY,Mobile,Windows,Safari,A
0,3,E,381279,NY,Desktop,Apple,Chrome,B
0,1,C,344320,NY,Tablet,Apple,Safari,B
1,3,E,480476,NY,Desktop,Windows,Chrome,A
0,6,E,446569,CA,Mobile,Apple,Chrome,B
1,2,E,446603,NY,Mobile,Windows,Chrome,A
0,2,D,220597,TX,Mobile,Apple,Chrome,A
1,1,A,312603,CA,Mobile,Windows,Safari,A
0,2,E,145077,NJ,Mobile,Windows,Chrome,A
0,2,C,99120,CA,Desktop,Apple,Chrome,B
1,5,A,56909,CA,Desktop,Apple,Safari,B
0,1,A,198453,NJ,Desktop,Apple,Safari,B
1,3,D,92777,CA,Mobile,Windows,Chrome,A
1,2,E,432921,NJ,Tablet,Windows,Chrome,A
0,6,E,126390,NY,Mobile,Windows,Safari,A
1,4,E,143022,NY,Mobile,Apple,Chrome,A
1,5,E,224809,CA,Desktop,Apple,Safari,A
1,1,C,430717,CA,Mobile,Windows,Chrome,A
0,1,E,476119,NA,Mobile,Apple,Safari,B
0,0,B,149178,CA,Mobile,Windows,Chrome,A
0,2,A,334948,NY,Mobile,Apple,Chrome,A
0,2,A,173703,CA,Mobile,Apple,Safari,B
0,1,A,183777,NY,Mobile,Windows,Opera,B
1,4,A,150591,NJ,Mobile,Windows,Chrome,A
0,3,E,155941,NJ,Tablet,Apple,Opera,B
1,5,D,188461,NY,Desktop,Apple,Chrome,A
0,1,D,178034,NJ,Tablet,Apple,Safari,B
0,4,C,390927,CA,Desktop,Windows,Safari,B
1,1,C,160359,NY,Mobile,Apple,Chrome,A
0,4,A,118170,CA,Tablet,Windows,Chrome,A
1,4,D,404879,NJ,Desktop,Windows,Chrome,A
1,3,E,145058,TX,Mobile,Windows,Safari,A
0,4,E,404716,NY,Mobile,Windows,Chrome,A
1,1,E,123892,NJ,Desktop,Windows,Safari,B
0,3,B,103169,NY,Mobile,Windows,Chrome,A
1,4,E,127827,TX,Mobile,Apple,Chrome,A
1,4,C,250346,NY,Tablet,Windows,Chrome,A
0,5,A,340539,NY,Mobile,Windows,Chrome,B
0,3,A,194889,NY,Mobile,Windows,Safari,B
0,6,A,270259,CA,Mobile,Windows,Chrome,A
0,4,C,123284,CA,Mobile,Apple,Safari,A
0,3,E,194385,NY,Desktop,Apple,Chrome,A
1,4,D,150792,NY,Desktop,Apple,Safari,B
1,5,A,296378,NY,Mobile,Windows,Chrome,B
0,2,E,334421,NJ,Mobile,Apple,Safari,A
1,2,A,103714,NA,Mobile,Apple,Chrome,A
0,3,A,88642,TX,Mobile,Windows,Chrome,A
0,6,A,316723,CA,Mobile,Apple,Chrome,B
1,6,D,289747,NJ,Mobile,Apple,Chrome,B
0,6,E,259393,NJ,Desktop,Apple,Chrome,B
1,0,C,166447,NY,Mobile,Apple,Chrome,B
0,5,D,73272,NY,Mobile,Apple,Chrome,A
0,4,D,425882,NJ,Mobile,Windows,Chrome,B
1,1,E,110967,CA,Desktop,Windows,Opera,A
0,3,B,353361,CA,Mobile,Windows,Chrome,B
1,2,C,323253,CA,Mobile,Apple,Safari,A
1,5,B,138278,CA,Tablet,Apple,Chrome,B
1,6,E,85359,NJ,Mobile,Windows,Chrome,A
0,4,D,221314,CA,Mobile,Windows,Chrome,B
1,2,D,62686,CA,Desktop,Apple,Safari,B
0,6,C,290506,CA,Mobile,Apple,Chrome,B
1,2,C,195492,CA,Mobile,Windows,Chrome,A
1,1,D,87641,NY,Mobile,Apple,Safari,A
1,5,A,190597,NJ,Desktop,Apple,Safari,B
0,2,E,171863,NJ,Desktop,Apple,Safari,A
0,6,E,200361,NY,Mobile,Windows,Chrome,A
1,1,E,358235,NJ,Desktop,Windows,Safari,B
0,4,C,235626,NJ,Tablet,Windows,Chrome,A
1,5,A,425831,CA,Desktop,Windows,Safari,B
0,4,E,268544,NY,Mobile,Apple,Safari,B
1,4,A,290418,TX,Desktop,Apple,Opera,B
0,2,C,327735,NJ,Mobile,Apple,Chrome,B
0,3,D,417242,NY,Mobile,Windows,Chrome,A
1,3,D,50165,NY,Mobile,Apple,Safari,A
1,1,E,260917,CA,Mobile,Apple,Chrome,A
1,4,E,266277,NY,Mobile,Windows,Safari,A
1,6,E,237890,NJ,Mobile,Windows,Opera,A
0,2,E,141829,NA,Mobile,Apple,Safari,B
1,0,E,407090,NA,Mobile,Windows,Chrome,B
1,1,B,273991,NY,Desktop,Apple,Chrome,A
1,0,D,229864,NJ,Mobile,Windows,Chrome,A
1,4,D,261348,NA,Mobile,Apple,Safari,A
1,6,C,209829,CA,Desktop,Windows,Chrome,B
0,1,E,274236,CA,Mobile,Apple,Chrome,A
0,1,D,256340,NY,Mobile,Apple,Chrome,B
0,5,A,258619,CA,Mobile,Windows,Opera,B
0,5,D,483830,NJ,Mobile,Windows,Opera,A
1,1,D,117199,NJ,Tablet,Windows,Safari,A
0,3,A,487796,NA,Desktop,Apple,Chrome,A
1,6,E,411645,NY,Desktop,Apple,Chrome,B
1,6,E,287177,NJ,Desktop,Windows,Chrome,A
1,5,E,304382,NY,Desktop,Windows,Chrome,B
0,4,D,149352,TX,Desktop,Windows,Opera,A
1,6,A,263130,TX,Mobile,Apple,Opera,A
1,1,E,81860,NY,Mobile,Apple,Opera,A
0,2,A,452170,NY,Mobile,Windows,Chrome,B
1,0,E,333321,NJ,Desktop,Windows,Safari,B
1,1,A,269052,CA,Desktop,Apple,Chrome,B
0,2,C,373595,CA,Tablet,Apple,Chrome,A
1,2,D,131773,NY,Mobile,Apple,Safari,A
0,6,E,316812,NY,Mobile,Windows,Safari,A
1,2,C,463365,TX,Desktop,Apple,Safari,B
1,3,B,57602,CA,Mobile,Apple,Chrome,A
0,4,E,134367,NJ,Desktop,Apple,Opera,B
1,1,E,143093,CA,Desktop,Apple,Safari,B
1,2,C,322912,NY,Mobile,Windows,Chrome,B
0,3,D,319143,TX,Desktop,Windows,Chrome,B
0,4,C,398863,TX,Mobile,Windows,Chrome,B
1,3,D,411011,CA,Desktop,Windows,Chrome,B
0,2,D,87285,NJ,Desktop,Apple,Chrome,B
0,6,E,295827,NY,Tablet,Apple,Chrome,B
1,2,E,101404,NJ,Mobile,Apple,Chrome,B
1,0,A,262238,CA,Desktop,Windows,Chrome,A
0,4,E,410256,TX,Desktop,Windows,Chrome,B
0,4,E,269604,NY,Desktop,Windows,Safari,B
1,1,A,442771,NY,Mobile,Apple,Chrome,A
0,4,A,448507,NJ,Desktop,Windows,Chrome,B
0,3,A,429982,NJ,Mobile,Apple,Safari,A
1,5,C,123024,TX,Desktop,Windows,Chrome,A
0,2,D,454408,NA,Desktop,Apple,Chrome,B
1,3,E,60782,CA,Desktop,Apple,Chrome,B
0,4,C,485214,CA,Mobile,Windows,Safari,A
1,3,D,491931,NA,Mobile,Apple,Opera,B
1,2,E,388076,NY,Mobile,Apple,Chrome,A
1,3,A,67932,CA,Desktop,Windows,Chrome,A
0,0,A,72978,CA,Desktop,Windows,Chrome,A
0,3,C,261548,NJ,Desktop,Apple,Safari,B
0,3,A,128294,NA,Mobile,Apple,Chrome,B
1,4,C,284809,CA,Desktop,Apple,Opera,B
1,0,E,147376,NJ,Desktop,Apple,Safari,B
1,3,A,481442,NY,Mobile,Windows,Safari,A
1,3,D,225370,NY,Mobile,Apple,Opera,A
1,3,C,195568,CA,Mobile,Apple,Chrome,A
1,5,D,258888,CA,Mobile,Apple,Chrome,A
1,4,A,295279,CA,Desktop,Windows,Safari,B
1,5,E,198851,TX,Tablet,Windows,Chrome,A
1,4,D,63624,TX,Desktop,Apple,Safari,B
0,6,E,260830,CA,Desktop,Apple,Chrome,A
1,0,D,456983,NY,Mobile,Apple,Chrome,A
0,4,A,98718,NY,Mobile,Apple,Chrome,B
0,5,E,334223,NY,Mobile,Apple,Chrome,A
1,6,E,279473,NY,Desktop,Apple,Chrome,B
1,3,A,309952,NJ,Mobile,Windows,Chrome,B
0,0,E,147313,CA,Desktop,Apple,Chrome,A
0,4,B,255883,NY,Mobile,Apple,Chrome,B
1,1,A,377852,TX,Mobile,Windows,Chrome,A
0,2,D,173660,NJ,Mobile,Apple,Chrome,B
0,0,D,112850,CA,Mobile,Windows,Chrome,B
0,2,E,307464,CA,Desktop,Apple,Chrome,B
0,2,D,274786,CA,Mobile,Windows,Safari,B
0,3,C,220046,NJ,Mobile,Windows,Safari,A
0,5,D,84637,NY,Mobile,Apple,Chrome,A
1,3,D,423275,CA,Tablet,Apple,Safari,B
0,3,D,53772,NY,Mobile,Windows,Opera,B
0,2,E,143108,CA,Desktop,Apple,Chrome,B
0,4,E,174418,NY,Desktop,Apple,Safari,A
0,3,D,102486,NY,Mobile,Windows,Chrome,A
0,5,E,150883,TX,Mobile,Apple,Chrome,B
1,0,D,429157,CA,Mobile,Windows,Safari,A
0,3,E,308475,NA,Tablet,Windows,Safari,B
1,1,A,235375,TX,Mobile,Apple,Chrome,A
0,4,E,313366,NY,Desktop,Windows,Safari,B
1,4,D,441406,CA,Desktop,Apple,Chrome,B
1,2,A,242491,NJ,Desktop,Windows,Chrome,A
1,0,E,197186,TX,Mobile,Windows,Chrome,A
1,1,E,388428,NY,Mobile,Apple,Opera,B
0,1,D,84338,TX,Mobile,Windows,Safari,B
1,3,D,319659,TX,Mobile,Apple,Safari,A
0,2,E,348391,NY,Desktop,Windows,Chrome,A
0,3,D,416800,CA,Desktop,Windows,Safari,A
1,0,E,129589,NY,Mobile,Apple,Chrome,B
1,2,B,239376,CA,Desktop,Apple,Chrome,B
1,2,D,459095,CA,Mobile,Windows,Chrome,B
1,3,A,495993,TX,Mobile,Apple,Chrome,B
0,4,A,218856,NY,Mobile,Apple,Safari,A
1,0,C,190068,NY,Desktop,Apple,Chrome,A
1,5,A,113796,CA,Desktop,Apple,Safari,B
0,3,E,231251,NY,Desktop,Windows,Chrome,A
0,5,D,76414,NY,Mobile,Apple,Chrome,B
0,2,A,214629,NY,Mobile,Windows,Chrome,A
0,2,E,248287,CA,Desktop,Windows,Safari,B
1,1,E,81438,NJ,Desktop,Apple,Chrome,B
0,5,E,291784,NY,Desktop,Apple,Opera,B
1,3,C,443340,NJ,Mobile,Windows,Safari,B
1,2,E,370783,NJ,Desktop,Windows,Chrome,A
1,6,E,363024,CA,Desktop,Apple,Safari,A
1,0,D,288840,NJ,Tablet,Apple,Chrome,A
1,1,C,274199,NY,Desktop,Apple,Opera,A
0,3,D,309305,NJ,Desktop,Apple,Chrome,A
1,4,B,233464,CA,Desktop,Windows,Safari,B
0,6,C,158476,NJ,Desktop,Windows,Safari,B
0,6,A,337112,NY,Mobile,Apple,Chrome,A
1,3,C,181391,TX,Desktop,Windows,Chrome,A
1,2,E,185625,NJ,Desktop,Windows,Chrome,B
1,3,D,222115,CA,Mobile,Apple,Safari,A
1,1,D,470725,CA,Mobile,Apple,Safari,A
0,0,D,216818,NY,Desktop,Apple,Chrome,B
0,1,B,140647,CA,Mobile,Apple,Safari,B
1,5,A,487600,CA,Desktop,Apple,Safari,B
1,2,D,261497,CA,Desktop,Windows,Chrome,B
1,5,A,275575,CA,Desktop,Apple,Chrome,A
1,1,C,375190,TX,Mobile,Windows,Chrome,B
0,6,A,260418,CA,Desktop,Windows,Chrome,A
0,4,D,64769,TX,Mobile,Windows,Chrome,B
0,1,D,262711,NY,Mobile,Apple,Chrome,B
1,3,E,346548,NJ,Desktop,Windows,Opera,B
1,3,E,102789,NY,Desktop,Windows,Chrome,B
1,3,E,242575,NY,Mobile,Apple,Chrome,A
1,4,E,180707,NY,Desktop,Windows,Safari,B
1,6,D,66587,NJ,Mobile,Windows,Opera,A
0,2,A,261871,TX,Desktop,Windows,Chrome,A
1,4,E,90819,CA,Mobile,Windows,Opera,B
0,2,E,398944,CA,Tablet,Windows,Chrome,B
1,4,A,148993,NY,Mobile,Windows,Chrome,A
0,2,A,448383,CA,Mobile,Apple,Chrome,B
0,5,E,228326,CA,Desktop,Windows,Chrome,B
0,2,E,211725,CA,Mobile,Windows,Safari,B
1,1,E,314435,CA,Desktop,Apple,Chrome,B
1,3,E,441577,CA,Mobile,Windows,Safari,A
0,2,E,273215,TX,Desktop,Windows,Chrome,B
1,2,C,195482,CA,Mobile,Windows,Chrome,A
0,3,C,50731,TX,Mobile,Windows,Chrome,B
1,2,D,491213,NY,Mobile,Apple,Safari,A
0,4,E,259289,NJ,Mobile,Windows,Safari,B
1,2,A,85849,CA,Mobile,Apple,Safari,B
